arm,target_delta,pair,realized_delta,relative_delta_error,bayes_accuracy,observed_accuracy,monte_carlo_tolerance,exceeds_bayes,disposition,reason,admissible_amplitude_note,freeze_sha256
DIRECT_PHYSICAL,0.25,0,0.25,0.0,0.5497382248301129,0.54296875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,1,0.25000000000000006,2.220446049250313e-16,0.5497382248301129,0.58203125,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,2,0.24999999999999997,1.1102230246251565e-16,0.5497382248301129,0.552734375,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,3,0.25000000000000006,2.220446049250313e-16,0.5497382248301129,0.5625,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,4,0.24999999999999997,1.1102230246251565e-16,0.5497382248301129,0.52734375,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,5,0.24999999999999994,2.220446049250313e-16,0.5497382248301129,0.62109375,0.04397496704365141,True,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,6,0.25000000000000006,2.220446049250313e-16,0.5497382248301129,0.54296875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,7,0.25,0.0,0.5497382248301129,0.5546875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,8,0.25,0.0,0.5497382248301129,0.5703125,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,9,0.24999999999999994,2.220446049250313e-16,0.5497382248301129,0.552734375,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,10,0.24999999999999994,2.220446049250313e-16,0.5497382248301129,0.560546875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,11,0.24999999999999994,2.220446049250313e-16,0.5497382248301129,0.546875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,12,0.24999999999999997,1.1102230246251565e-16,0.5497382248301129,0.537109375,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,13,0.25000000000000006,2.220446049250313e-16,0.5497382248301129,0.517578125,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,14,0.25,0.0,0.5497382248301129,0.58203125,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,15,0.24999999999999997,1.1102230246251565e-16,0.5497382248301129,0.53515625,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,16,0.25,0.0,0.5497382248301129,0.54296875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,17,0.24999999999999992,3.3306690738754696e-16,0.5497382248301129,0.51171875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,18,0.25,0.0,0.5497382248301129,0.53125,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,19,0.24999999999999997,1.1102230246251565e-16,0.5497382248301129,0.556640625,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,20,0.25000000000000006,2.220446049250313e-16,0.5497382248301129,0.55859375,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,21,0.25,0.0,0.5497382248301129,0.548828125,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,0.25,22,0.25000000000000006,2.220446049250313e-16,0.5497382248301129,0.54296875,0.04397496704365141,False,SUPPORTED,,signed perturbation about a positive baseline; the amplitude that keeps the rendered movie non-negative is recorded in the source bank manifest,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
